"Interaction","Quantified_at_the","Sampled_at_the","Main_Source","Population","Sample_size","Method","Source","Origin","Category","Prey","Strength","Index","Species","Genus","Family","Order","Class"
48,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","bacillariophyta","Navicula sp1",3.8,"%IAi","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
49,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","bacillariophyta","Navicula sp2",56.66,"%FO","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
49,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","bacillariophyta","Navicula sp2",0.24,"%FV","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
49,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","bacillariophyta","Navicula sp2",0.25,"%IAi","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
50,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","bacillariophyta","Navicula sp3",56.66,"%FO","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
50,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","bacillariophyta","Navicula sp3",0.31,"%FV","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
50,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","bacillariophyta","Navicula sp3",0.31,"%IAi","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
51,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","bacillariophyta","Neidium sp.",2.22,"%FO","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
51,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","bacillariophyta","Neidium sp.",0.002,"%FV","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
51,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","bacillariophyta","Neidium sp.",8e-05,"%IAi","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
52,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","bacillariophyta","Nitzschia sp.",2.22,"%FO","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
52,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","bacillariophyta","Nitzschia sp.",0.004,"%FV","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
52,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","bacillariophyta","Nitzschia sp.",1e-04,"%IAi","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
53,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","bacillariophyta","Pinnularia sp.",31.11,"%FO","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
53,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","bacillariophyta","Pinnularia sp.",0.088,"%FV","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
53,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","bacillariophyta","Pinnularia sp.",0.04,"%IAi","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
54,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","bacillariophyta","Pleurosira sp.",36.66,"%FO","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
54,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","bacillariophyta","Pleurosira sp.",3.36,"%FV","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
54,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","bacillariophyta","Pleurosira sp.",2.21,"%IAi","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
55,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","bacillariophyta","Pseudostaurosira sp.",5.55,"%FO","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
55,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","bacillariophyta","Pseudostaurosira sp.",0.012,"%FV","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
55,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","bacillariophyta","Pseudostaurosira sp.",0.001,"%IAi","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
56,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","bacillariophyta","Rhopalodia gibba",23.33,"%FO","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
56,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","bacillariophyta","Rhopalodia gibba",0.22,"%FV","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
56,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","bacillariophyta","Rhopalodia gibba",0.09,"%IAi","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
57,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","bacillariophyta","Synedra sp.",54.44,"%FO","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
57,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","bacillariophyta","Synedra sp.",1.37,"%FV","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
57,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","bacillariophyta","Synedra sp.",1.34,"%IAi","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
58,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","chlorophyta","Closterium sp.",6.66,"%FO","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
58,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","chlorophyta","Closterium sp.",6,"%FV","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
58,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","chlorophyta","Closterium sp.",8.85,"%IAi","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
59,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","chlorophyta","Closteriopsis sp.",1.11,"%FO","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
59,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","chlorophyta","Closteriopsis sp.",0.007,"%FV","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
59,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","chlorophyta","Closteriopsis sp.",1e-04,"%IAi","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
60,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","chlorophyta","Cosmarium sp1",17.77,"%FO","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
60,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","chlorophyta","Cosmarium sp1",0.41,"%FV","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
60,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","chlorophyta","Cosmarium sp1",0.13,"%IAi","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
61,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","chlorophyta","Cosmarium sp2",4.44,"%FO","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
61,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","chlorophyta","Cosmarium sp2",0.07,"%FV","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
61,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","chlorophyta","Cosmarium sp2",0.006,"%IAi","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
62,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","chlorophyta","Glaucocystis sp.",6.66,"%FO","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
62,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","chlorophyta","Glaucocystis sp.",3e-04,"%FV","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
62,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","chlorophyta","Glaucocystis sp.",4e-05,"%IAi","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
63,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","chlorophyta","Micrasterias laticeps",1.11,"%FO","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
63,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","chlorophyta","Micrasterias laticeps",0.01,"%FV","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
63,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","chlorophyta","Micrasterias laticeps",2e-04,"%IAi","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
64,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","chlorophyta","Oedogonium sp1",63.33,"%FO","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
64,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","chlorophyta","Oedogonium sp1",0.87,"%FV","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
64,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","chlorophyta","Oedogonium sp1",0.99,"%IAi","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
65,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","chlorophyta","Oedogonium sp2",15.55,"%FO","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
65,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","chlorophyta","Oedogonium sp2",0.31,"%FV","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
65,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","chlorophyta","Oedogonium sp2",0.08,"%IAi","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
66,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","chlorophyta","Oocystis sp.",1.11,"%FO","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
66,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","chlorophyta","Oocystis sp.",0.003,"%FV","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
66,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","chlorophyta","Oocystis sp.",5e-05,"%IAi","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
67,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","chlorophyta","Pediastrum tetras",8.88,"%FO","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
67,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","chlorophyta","Pediastrum tetras",0.014,"%FV","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
67,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","chlorophyta","Pediastrum tetras",0.002,"%IAi","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
68,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","chlorophyta","Scenedesmus sp1",36.66,"%FO","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
68,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","chlorophyta","Scenedesmus sp1",0.06,"%FV","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
68,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","chlorophyta","Scenedesmus sp1",0.04,"%IAi","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
69,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","chlorophyta","Scenedesmus sp2",37.77,"%FO","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
69,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","chlorophyta","Scenedesmus sp2",0.1,"%FV","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
69,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","chlorophyta","Scenedesmus sp2",0.07,"%IAi","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
70,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","chlorophyta","Spirogyra sp.",81.11,"%FO","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
70,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","chlorophyta","Spirogyra sp.",8.85,"%FV","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
70,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","chlorophyta","Spirogyra sp.",12.89,"%IAi","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
71,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","chlorophyta","Staurastrum sp.",1.11,"%FO","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
71,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","chlorophyta","Staurastrum sp.",0.001,"%FV","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
71,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","chlorophyta","Staurastrum sp.",2e-05,"%IAi","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
72,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","rhodophyta","Compsopogon sp.",23.33,"%FO","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
72,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","rhodophyta","Compsopogon sp.",0.17,"%FV","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
72,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","rhodophyta","Compsopogon sp.",0.07,"%IAi","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
73,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","euglenophyta","Euglena sp.",4.44,"%FO","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
73,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","euglenophyta","Euglena sp.",0.07,"%FV","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
73,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","euglenophyta","Euglena sp.",0.006,"%IAi","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
74,"population-level","population-level",1,3,90,"gut contents","unknown","unknown","euglenophyta","Phacus sp.",15.55,"%FO","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
